ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Infected_Edge_Density,Infected_MeanBlobSize,Infected_MaxBlobSize
C101P62ThinF_IMG_20150918_151149_cell_72.png,152.7216,97.3296,108.5152,0.264,1.0,1.0
C101P62ThinF_IMG_20150918_151149_cell_73.png,159.3424,108.9808,109.5744,0.2112,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151149_cell_76.png,154.3408,110.9088,107.2752,0.168,1.0,1.0
C101P62ThinF_IMG_20150918_151149_cell_77.png,161.9104,113.1696,112.3888,0.1808,1.0,2.0
C101P62ThinF_IMG_20150918_151149_cell_78.png,139.7664,98.9744,101.4912,0.1968,1.0,2.0
C101P62ThinF_IMG_20150918_151149_cell_79.png,128.7696,86.952,86.232,0.2112,1.5,2.0
C101P62ThinF_IMG_20150918_151149_cell_80.png,151.1728,104.2992,104.8576,0.2112,1.5,2.0
C101P62ThinF_IMG_20150918_151149_cell_81.png,136.0432,85.5632,90.0064,0.216,1.7142857142857142,2.0
C101P62ThinF_IMG_20150918_151149_cell_84.png,146.4736,101.2144,101.7584,0.2192,0.0,0.0
C101P62ThinF_IMG_20150918_151149_cell_86.png,146.5824,107.3312,103.584,0.1504,0.0,0.0
C101P62ThinF_IMG_20150918_151149_cell_87.png,159.9504,115.5872,114.9088,0.144,1.5,2.0
C101P62ThinF_IMG_20150918_151149_cell_88.png,146.7648,105.6288,104.944,0.1568,0.0,0.0
C101P62ThinF_IMG_20150918_151239_cell_100.png,156.7952,109.8752,108.6464,0.176,1.5,2.0
C101P62ThinF_IMG_20150918_151239_cell_75.png,122.6368,86.3056,85.192,0.1648,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151239_cell_76.png,149.6736,102.9424,100.888,0.1728,1.0,2.0
C101P62ThinF_IMG_20150918_151239_cell_78.png,137.6528,92.3664,97.1456,0.208,1.5,2.0
C101P62ThinF_IMG_20150918_151239_cell_79.png,157.1088,113.4176,112.1184,0.1568,0.0,0.0
C101P62ThinF_IMG_20150918_151239_cell_80.png,162.8192,115.5456,114.9184,0.2064,1.0,2.0
C101P62ThinF_IMG_20150918_151239_cell_81.png,124.3168,88.0496,89.9648,0.176,1.6,2.0
C101P62ThinF_IMG_20150918_151239_cell_82.png,126.9536,68.4752,85.4624,0.2848,2.0,2.0
C101P62ThinF_IMG_20150918_151239_cell_83.png,161.9152,111.448,110.312,0.1584,1.5,2.0
C101P62ThinF_IMG_20150918_151239_cell_84.png,108.8432,47.5376,75.9664,0.2832,1.2,2.0
C101P62ThinF_IMG_20150918_151239_cell_85.png,161.6976,117.4752,113.6528,0.1424,1.5,2.0
C101P62ThinF_IMG_20150918_151239_cell_87.png,159.7616,111.4848,113.056,0.2048,1.0,2.0
C101P62ThinF_IMG_20150918_151239_cell_89.png,135.648,95.2128,93.6112,0.1584,1.0,1.0
C101P62ThinF_IMG_20150918_151239_cell_90.png,142.3968,104.3088,98.7648,0.1424,0.0,0.0
C101P62ThinF_IMG_20150918_151239_cell_94.png,159.3872,109.5536,109.048,0.2192,1.0,1.0
C101P62ThinF_IMG_20150918_151239_cell_95.png,153.8336,104.3744,106.3184,0.1968,1.0,2.0
C101P62ThinF_IMG_20150918_151239_cell_98.png,145.7616,105.6592,104.856,0.1712,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_52.png,150.44,103.2064,102.1792,0.152,1.5,2.0
C101P62ThinF_IMG_20150918_151335_cell_56.png,149.2688,98.76,101.9392,0.208,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_57.png,154.672,112.3968,111.28,0.1376,1.0,1.0
C101P62ThinF_IMG_20150918_151335_cell_58.png,150.8432,105.9488,104.6224,0.1728,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151335_cell_59.png,156.7056,105.3248,105.7104,0.1792,1.0,2.0
C101P62ThinF_IMG_20150918_151335_cell_61.png,166.4816,109.808,113.6032,0.264,1.0,2.0
C101P62ThinF_IMG_20150918_151335_cell_65.png,148.8944,103.2464,102.4992,0.1744,1.5,2.0
C101P62ThinF_IMG_20150918_151335_cell_66.png,154.7968,110.0256,110.2096,0.1536,1.0,1.0
C101P62ThinF_IMG_20150918_151335_cell_68.png,139.8736,94.5648,94.7296,0.2096,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151335_cell_69.png,157.024,112.7072,109.5984,0.1456,1.5,2.0
C101P62ThinF_IMG_20150918_151335_cell_71.png,158.08,113.3792,109.5072,0.1408,1.0,1.0
C101P62ThinF_IMG_20150918_151335_cell_73.png,156.56,110.4064,109.048,0.1824,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_74.png,131.2896,94.7136,92.896,0.1616,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_75.png,151.0048,97.2064,101.6592,0.2848,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_77.png,155.9632,111.4208,108.9904,0.16,0.0,0.0
C101P62ThinF_IMG_20150918_151335_cell_78.png,127.2336,89.2464,88.312,0.1952,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151507_cell_49.png,138.8624,94.8896,101.2688,0.16,2.0,2.0
C101P62ThinF_IMG_20150918_151507_cell_53.png,147.1408,102.8288,104.9712,0.2144,1.0,2.0
C101P62ThinF_IMG_20150918_151507_cell_55.png,150.984,105.7472,106.7824,0.1856,1.0,2.0
C101P62ThinF_IMG_20150918_151507_cell_56.png,149.744,96.8848,106.704,0.2208,2.0,2.0
C101P62ThinF_IMG_20150918_151507_cell_57.png,145.1472,97.9424,105.4992,0.2112,1.5,2.0
C101P62ThinF_IMG_20150918_151507_cell_59.png,154.0704,113.1728,107.7136,0.1504,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151507_cell_60.png,144.4576,95.3472,98.688,0.2096,1.5,2.0
C101P62ThinF_IMG_20150918_151507_cell_64.png,144.5904,95.7008,100.4736,0.2096,0.0,0.0
C101P62ThinF_IMG_20150918_151507_cell_65.png,159.0208,107.5376,108.6032,0.152,1.0,1.0
C101P62ThinF_IMG_20150918_151507_cell_67.png,154.8128,107.3456,108.112,0.1616,1.0,2.0
C101P62ThinF_IMG_20150918_151507_cell_68.png,150.6784,102.2128,107.7072,0.1696,0.0,0.0
C101P62ThinF_IMG_20150918_151507_cell_69.png,134.3344,93.7296,95.5824,0.1504,0.0,0.0
C101P62ThinF_IMG_20150918_151507_cell_70.png,152.1824,105.6592,105.5952,0.1456,1.6666666666666667,2.0
C101P62ThinF_IMG_20150918_151507_cell_73.png,151.4448,104.5728,108.6128,0.1968,0.6666666666666666,2.0
C101P62ThinF_IMG_20150918_151507_cell_75.png,131.0368,84.6768,88.8304,0.2176,0.0,0.0
C101P62ThinF_IMG_20150918_151507_cell_77.png,143.4512,93.2992,98.6992,0.1856,0.5,1.0
C101P62ThinF_IMG_20150918_151942_cell_59.png,130.3856,86.4464,88.7008,0.2016,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_61.png,141.7088,93.9888,101.8576,0.1856,2.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_64.png,123.1888,83.0736,84.608,0.1744,1.5,2.0
C101P62ThinF_IMG_20150918_151942_cell_65.png,125.36,87.5056,88.76,0.1872,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_66.png,161.7792,117.0112,115.6032,0.2224,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151942_cell_67.png,144.5376,95.8576,100.4176,0.2528,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_151942_cell_68.png,156.2432,108.7264,108.2064,0.184,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_69.png,159.5904,109.7216,110.872,0.16,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_71.png,157.432,109.6016,108.5088,0.1648,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_72.png,164.5008,116.768,115.048,0.1568,1.6,2.0
C101P62ThinF_IMG_20150918_151942_cell_73.png,144.3984,103.6512,104.28,0.1856,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_74.png,155.232,110.0288,110.2176,0.1616,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_75.png,141.2576,98.4208,98.3424,0.1696,1.5,2.0
C101P62ThinF_IMG_20150918_151942_cell_76.png,128.4,91.9824,92.3824,0.2048,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_78.png,155.4336,111.4656,110.3168,0.1696,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_80.png,139.8176,99.8048,99.1808,0.1696,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_82.png,162.0688,107.232,111.4832,0.2592,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_85.png,124.8608,89.024,88.8272,0.2208,1.0,2.0
C101P62ThinF_IMG_20150918_151942_cell_87.png,128.3024,92.3296,90.9312,0.2112,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_88.png,152.376,110.7344,109.3728,0.1456,0.0,0.0
C101P62ThinF_IMG_20150918_151942_cell_89.png,155.8352,108.7984,108.9056,0.1632,0.0,0.0
C101P62ThinF_IMG_20150918_155026_cell_1.png,125.0416,40.1056,91.6832,0.3072,1.0,2.0
C101P62ThinF_IMG_20150918_155731_cell_65.png,153.7696,108.424,108.736,0.136,0.0,0.0
C101P62ThinF_IMG_20150918_155731_cell_66.png,135.6448,98.4928,98.5184,0.192,1.3333333333333333,2.0
C101P62ThinF_IMG_20150918_155731_cell_67.png,160.2544,116.3456,118.0064,0.1376,1.0,2.0
C101P62ThinF_IMG_20150918_155731_cell_68.png,155.0688,108.2352,112.7408,0.232,0.0,0.0
C101P62ThinF_IMG_20150918_155731_cell_70.png,159.8656,116.0816,115.1536,0.1808,1.5,2.0
C101P62ThinF_IMG_20150918_155731_cell_72.png,165.968,116.8656,116.2272,0.1792,1.6666666666666667,2.0
C101P62ThinF_IMG_20150918_155731_cell_73.png,106.7808,67.0576,74.0928,0.2176,2.0,2.0
C101P62ThinF_IMG_20150918_155731_cell_75.png,145.5312,68.3264,104.248,0.3088,1.375,2.0
C101P62ThinF_IMG_20150918_155731_cell_76.png,142.9424,100.8848,104.6544,0.176,0.0,0.0
C101P62ThinF_IMG_20150918_155731_cell_77.png,155.2816,112.12,114.2512,0.2128,0.0,0.0
C101P62ThinF_IMG_20150918_155731_cell_78.png,158.2288,110.9696,112.792,0.176,1.5,2.0
C101P62ThinF_IMG_20150918_155731_cell_80.png,163.3136,116.4896,115.584,0.1264,1.5,2.0
C101P62ThinF_IMG_20150918_155731_cell_83.png,133.2368,92.7488,97.152,0.2384,0.0,0.0
C101P62ThinF_IMG_20150918_155731_cell_84.png,156.8192,113.8656,113.4816,0.1472,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_1.png,131.664,90.7136,97.1408,0.2208,2.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_10.png,140.7312,82.7232,100.7392,0.2336,2.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_11.png,147.0672,100.5936,104.8704,0.1824,1.4285714285714286,2.0
C101P62ThinF_IMG_20150923_165215_cell_13.png,126.1696,91.7584,88.9104,0.1952,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_14.png,122.9536,88.8416,86.0176,0.1648,1.6666666666666667,2.0
C101P62ThinF_IMG_20150923_165215_cell_15.png,111.344,76.9312,76.0368,0.1888,1.5,2.0
C101P62ThinF_IMG_20150923_165215_cell_16.png,152.1104,106.264,104.1568,0.1584,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_18.png,141.904,104.224,99.3056,0.1456,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_19.png,127.5696,88.9408,88.4784,0.1968,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_2.png,151.6864,105.36,105.0864,0.208,1.0,1.0
C101P62ThinF_IMG_20150923_165215_cell_20.png,92.0384,64.5872,65.5536,0.1472,1.5,2.0
C101P62ThinF_IMG_20150923_165215_cell_22.png,147.1728,103.304,100.0592,0.136,1.5,2.0
C101P62ThinF_IMG_20150923_165215_cell_23.png,150.5856,102.312,101.6208,0.1648,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_24.png,146.8784,104.328,101.6928,0.1856,1.5,2.0
C101P62ThinF_IMG_20150923_165215_cell_25.png,149.1456,107.0304,103.2976,0.2064,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_27.png,151.4432,110.2288,105.1344,0.16,1.0,1.0
C101P62ThinF_IMG_20150923_165215_cell_30.png,155.3168,105.856,107.04,0.1696,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_31.png,129.6336,89.9968,89.9744,0.168,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_32.png,145.416,99.5472,100.016,0.1936,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_34.png,156.632,113.2816,110.6912,0.1536,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_38.png,155.384,106.472,106.5376,0.2096,1.6666666666666667,2.0
C101P62ThinF_IMG_20150923_165215_cell_40.png,143.8016,100.2896,100.5264,0.2112,1.0,1.0
C101P62ThinF_IMG_20150923_165215_cell_41.png,159.7344,115.1136,114.5488,0.144,0.0,0.0
C101P62ThinF_IMG_20150923_165215_cell_5.png,142.4576,101.2048,99.2752,0.16,1.5,2.0
C101P62ThinF_IMG_20150923_165215_cell_7.png,91.8688,63.8096,66.2288,0.1216,1.3333333333333333,2.0
C101P62ThinF_IMG_20150923_165215_cell_8.png,147.896,101.4544,102.9616,0.2016,1.0,2.0
C101P62ThinF_IMG_20150923_165215_cell_9.png,149.8896,100.2368,106.0,0.2384,1.0,2.0
C101P62ThinF_IMG_20150923_170110_cell_12.png,153.8464,117.2256,121.0256,0.1872,1.5,2.0
C101P62ThinF_IMG_20150923_170110_cell_14.png,107.4768,87.3024,85.2704,0.1552,1.75,2.0
C101P62ThinF_IMG_20150923_170110_cell_16.png,127.7712,96.304,98.7168,0.1808,1.3333333333333333,2.0
C101P62ThinF_IMG_20150923_170110_cell_17.png,120.8048,93.304,92.5536,0.1664,1.6,2.0
C101P62ThinF_IMG_20150923_170110_cell_18.png,153.8144,116.0352,118.6144,0.1664,1.0,1.0
C101P62ThinF_IMG_20150923_170110_cell_2.png,105.8736,78.856,83.5488,0.2048,1.5,2.0
C101P62ThinF_IMG_20150923_170110_cell_20.png,123.2128,94.8112,95.4768,0.1648,0.0,0.0
C101P62ThinF_IMG_20150923_170110_cell_21.png,147.9904,114.3648,115.3952,0.1664,1.0,1.0
C101P62ThinF_IMG_20150923_170110_cell_22.png,136.3584,107.8432,108.3408,0.1648,0.0,0.0
C101P62ThinF_IMG_20150923_170110_cell_24.png,78.7072,52.7808,62.1856,0.2,1.5,2.0
C101P62ThinF_IMG_20150923_170110_cell_3.png,144.1488,108.6336,111.8928,0.2064,0.0,0.0
C101P62ThinF_IMG_20150923_170110_cell_4.png,126.4848,94.6784,95.6176,0.184,1.0,2.0
C101P62ThinF_IMG_20150923_170110_cell_5.png,109.152,82.7136,83.8544,0.1856,0.0,0.0
C101P62ThinF_IMG_20150923_170110_cell_6.png,135.8544,103.2464,105.8752,0.1664,0.0,0.0
C101P62ThinF_IMG_20150923_170110_cell_7.png,129.5152,90.872,100.3808,0.2,2.0,2.0
C101P62ThinF_IMG_20150923_170110_cell_8.png,134.6176,107.4784,106.1632,0.1984,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_62.png,142.0592,101.1888,98.92,0.2128,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_63.png,154.0848,109.4224,108.6192,0.168,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_64.png,151.9792,104.424,104.9744,0.1808,1.5,2.0
C101P62ThinF_IMG_20150923_170246_cell_65.png,148.4944,109.6832,105.496,0.1616,1.6,2.0
C101P62ThinF_IMG_20150923_170246_cell_67.png,105.7072,72.7168,74.7184,0.2256,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_69.png,156.6864,110.1696,109.4976,0.152,1.0,2.0
C101P62ThinF_IMG_20150923_170246_cell_70.png,151.7472,103.9632,105.1216,0.1616,1.3333333333333333,2.0
C101P62ThinF_IMG_20150923_170246_cell_71.png,109.8432,70.8912,78.3024,0.1792,2.0,2.0
C101P62ThinF_IMG_20150923_170246_cell_72.png,162.8512,113.7424,115.6784,0.144,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_73.png,136.304,95.6384,96.2992,0.2368,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_76.png,148.0688,101.9776,104.2704,0.1888,1.6,2.0
C101P62ThinF_IMG_20150923_170246_cell_77.png,143.3248,102.7056,100.6416,0.1728,1.3333333333333333,2.0
C101P62ThinF_IMG_20150923_170246_cell_78.png,166.4512,116.7888,119.4016,0.1984,1.6,2.0
C101P62ThinF_IMG_20150923_170246_cell_79.png,116.304,80.4896,82.2208,0.2,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_81.png,137.1152,92.6976,95.4928,0.2096,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_82.png,129.696,90.3376,90.3968,0.1968,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_83.png,139.9568,98.9312,96.1664,0.1728,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_84.png,142.896,89.7568,98.0272,0.2656,2.0,2.0
C101P62ThinF_IMG_20150923_170246_cell_86.png,163.8384,116.472,113.8256,0.1504,0.0,0.0
C101P62ThinF_IMG_20150923_170246_cell_87.png,142.5184,102.8,106.4848,0.1728,1.7142857142857142,2.0
C101P62ThinF_IMG_20150923_170246_cell_88.png,158.7232,114.5488,115.072,0.1632,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_100.png,163.9248,118.0096,119.6848,0.168,1.0,2.0
C101P62ThinF_IMG_20150923_170344_cell_73.png,136.7888,100.1776,96.5232,0.1712,1.0,2.0
C101P62ThinF_IMG_20150923_170344_cell_74.png,153.8416,109.9776,106.8528,0.1712,1.0,1.0
C101P62ThinF_IMG_20150923_170344_cell_75.png,157.2432,109.9792,109.2704,0.1952,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_76.png,152.9168,112.8032,107.1312,0.1712,1.0,1.0
C101P62ThinF_IMG_20150923_170344_cell_77.png,157.52,115.6688,113.6512,0.152,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_78.png,149.0304,102.6976,104.0256,0.1824,1.5,2.0
C101P62ThinF_IMG_20150923_170344_cell_79.png,143.584,107.2656,103.2416,0.1664,1.5,2.0
C101P62ThinF_IMG_20150923_170344_cell_80.png,150.56,105.1696,103.3792,0.1664,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_86.png,148.2576,106.4112,107.928,0.1536,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_87.png,154.6496,105.2912,103.744,0.1824,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_90.png,158.3328,110.1216,110.136,0.1584,1.0,1.0
C101P62ThinF_IMG_20150923_170344_cell_91.png,143.1712,108.312,101.7552,0.1776,1.3333333333333333,2.0
C101P62ThinF_IMG_20150923_170344_cell_92.png,142.2128,88.7632,96.1008,0.2416,1.0,1.0
C101P62ThinF_IMG_20150923_170344_cell_96.png,149.0352,105.8736,107.216,0.184,0.0,0.0
C101P62ThinF_IMG_20150923_170344_cell_97.png,139.4352,99.9616,96.2208,0.1776,1.0,2.0
C101P62ThinF_IMG_20150923_170344_cell_98.png,157.3296,115.6016,110.4912,0.1392,1.75,2.0
C101P62ThinF_IMG_20150923_170344_cell_99.png,143.2864,104.9648,103.9936,0.1488,1.0,2.0
C102P63ThinF_IMG_20150918_161508_cell_191.png,143.5952,86.4672,113.0912,0.152,1.3333333333333333,2.0
C102P63ThinF_IMG_20150918_161508_cell_192.png,147.9216,83.7632,113.3008,0.2272,1.0,1.0
C102P63ThinF_IMG_20150918_161508_cell_193.png,136.8288,85.992,110.184,0.2208,2.0,2.0
C102P63ThinF_IMG_20150918_161508_cell_194.png,137.2256,80.9936,106.0176,0.1792,2.0,2.0
C102P63ThinF_IMG_20150918_161508_cell_195.png,132.72,73.1872,110.6144,0.1888,1.5,2.0
C102P63ThinF_IMG_20150918_161826_cell_170.png,145.8688,85.8336,116.8384,0.1584,1.5,2.0
C102P63ThinF_IMG_20150918_161826_cell_172.png,127.3552,77.1136,110.0816,0.1536,1.6,2.0
C102P63ThinF_IMG_20150918_162051_cell_142.png,134.3936,83.8272,113.944,0.1664,2.0,2.0
C102P63ThinF_IMG_20150918_162051_cell_143.png,145.1376,94.8768,112.1584,0.1776,2.0,2.0
C102P63ThinF_IMG_20150918_162051_cell_144.png,139.28,86.1936,113.5328,0.2,1.5,2.0
C102P63ThinF_IMG_20150918_162051_cell_145.png,123.0208,79.424,99.032,0.1712,0.5,2.0
C102P63ThinF_IMG_20150918_162051_cell_146.png,139.064,97.9488,115.5056,0.1392,2.0,2.0
