,ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Infected_Edge_Density,Infected_MeanBlobSize,Infected_MaxBlobSize,target,CNN_predictions
30,C100P61ThinF_IMG_20150918_145938_cell_169.png,98.7504,70.736,69.6736,0.1616,1.6666666666666667,2.0,1,0.99889874
31,C100P61ThinF_IMG_20150918_145938_cell_170.png,153.568,112.4448,110.0192,0.144,0.0,0.0,1,0.97911364
32,C100P61ThinF_IMG_20150918_145938_cell_171.png,158.624,114.4304,112.92,0.1568,1.3333333333333333,2.0,1,0.9894677
33,C100P61ThinF_IMG_20150918_145938_cell_173.png,137.6416,102.5584,97.8976,0.176,1.5,2.0,1,0.99768656
34,C100P61ThinF_IMG_20150918_145938_cell_175.png,144.6304,103.3312,102.1408,0.16,0.0,0.0,1,0.99999934
35,C100P61ThinF_IMG_20150918_150041_cell_146.png,123.4128,89.008,85.9488,0.1536,0.0,0.0,1,0.9989404
36,C100P61ThinF_IMG_20150918_150041_cell_147.png,144.168,106.1248,103.0592,0.152,1.0,2.0,1,0.9946358
37,C100P61ThinF_IMG_20150918_150041_cell_148.png,162.4672,119.656,115.0464,0.1584,1.0,1.0,1,0.98275393
38,C100P61ThinF_IMG_20150918_150041_cell_149.png,159.2096,121.2464,114.776,0.144,1.5,2.0,1,0.87057847
39,C101P62ThinF_IMG_20150918_151006_cell_61.png,156.0736,99.6944,107.9152,0.288,1.5,2.0,1,0.99999994
40,C101P62ThinF_IMG_20150918_151006_cell_62.png,157.2944,107.0336,108.0736,0.1904,1.5,2.0,1,0.99992895
41,C101P62ThinF_IMG_20150918_151006_cell_63.png,127.4,87.2896,88.7632,0.1488,0.0,0.0,1,0.99682283
42,C101P62ThinF_IMG_20150918_151006_cell_64.png,133.9952,87.7248,93.7552,0.224,2.0,2.0,1,0.9999992
43,C101P62ThinF_IMG_20150918_151006_cell_65.png,121.696,81.8864,82.6032,0.1984,1.5,2.0,1,1.0
44,C101P62ThinF_IMG_20150918_151006_cell_67.png,164.432,114.5904,114.9008,0.1728,1.5,2.0,1,0.9999999
45,C101P62ThinF_IMG_20150918_151006_cell_68.png,140.3664,91.648,97.264,0.2048,1.3333333333333333,2.0,1,0.9999662
46,C101P62ThinF_IMG_20150918_151006_cell_69.png,94.6592,61.696,64.3776,0.2096,2.0,2.0,1,0.9999998
47,C101P62ThinF_IMG_20150918_151006_cell_70.png,146.5744,102.0576,100.592,0.192,0.0,0.0,1,0.9999652
48,C101P62ThinF_IMG_20150918_151006_cell_72.png,111.1936,78.8304,77.3056,0.1664,0.0,0.0,1,0.98561454
49,C101P62ThinF_IMG_20150918_151006_cell_74.png,152.5328,100.3216,103.728,0.2144,0.0,0.0,1,1.0
50,C101P62ThinF_IMG_20150918_151006_cell_75.png,135.5584,94.0608,96.0704,0.1936,1.5,2.0,1,0.9999253
51,C101P62ThinF_IMG_20150918_151006_cell_77.png,99.3136,69.472,68.6096,0.1728,1.0,2.0,1,0.99993414
52,C101P62ThinF_IMG_20150918_151006_cell_78.png,124.9296,83.6928,84.4672,0.2208,1.6,2.0,1,1.0
53,C101P62ThinF_IMG_20150918_151006_cell_79.png,144.3728,97.6416,98.1072,0.2304,1.3333333333333333,2.0,1,0.99999714
54,C101P62ThinF_IMG_20150918_151006_cell_81.png,131.2208,94.232,91.7952,0.1552,1.3333333333333333,2.0,1,0.9943525
55,C101P62ThinF_IMG_20150918_151006_cell_82.png,160.312,112.8624,112.224,0.1888,0.0,0.0,1,0.9997685
56,C101P62ThinF_IMG_20150918_151006_cell_83.png,125.0592,89.888,89.8816,0.1696,0.0,0.0,1,0.9999996
57,C101P62ThinF_IMG_20150918_151006_cell_86.png,125.9312,83.2368,85.4448,0.216,1.0,1.0,1,1.0
58,C101P62ThinF_IMG_20150918_151149_cell_69.png,155.4288,104.4304,107.0032,0.2272,0.0,0.0,1,0.9999933
59,C101P62ThinF_IMG_20150918_151149_cell_70.png,143.5248,104.688,103.5984,0.144,0.0,0.0,1,0.99449
60,C101P62ThinF_IMG_20150918_151149_cell_71.png,126.8592,83.8208,90.1344,0.2256,2.0,2.0,1,0.99998444
61,C101P62ThinF_IMG_20150918_151149_cell_72.png,152.7216,97.3296,108.5152,0.264,1.0,1.0,1,0.9999948
62,C101P62ThinF_IMG_20150918_151149_cell_73.png,159.3424,108.9808,109.5744,0.2112,1.3333333333333333,2.0,1,0.96322596
63,C101P62ThinF_IMG_20150918_151149_cell_76.png,154.3408,110.9088,107.2752,0.168,1.0,1.0,1,0.9999879
64,C101P62ThinF_IMG_20150918_151149_cell_77.png,161.9104,113.1696,112.3888,0.1808,1.0,2.0,1,0.9999981
65,C101P62ThinF_IMG_20150918_151149_cell_78.png,139.7664,98.9744,101.4912,0.1968,1.0,2.0,1,0.9999999
66,C101P62ThinF_IMG_20150918_151149_cell_79.png,128.7696,86.952,86.232,0.2112,1.5,2.0,1,1.0
67,C101P62ThinF_IMG_20150918_151149_cell_80.png,151.1728,104.2992,104.8576,0.2112,1.5,2.0,1,0.9999994
68,C101P62ThinF_IMG_20150918_151149_cell_81.png,136.0432,85.5632,90.0064,0.216,1.7142857142857142,2.0,1,0.9999993
69,C101P62ThinF_IMG_20150918_151149_cell_84.png,146.4736,101.2144,101.7584,0.2192,0.0,0.0,1,0.99994266
70,C101P62ThinF_IMG_20150918_151149_cell_86.png,146.5824,107.3312,103.584,0.1504,0.0,0.0,1,0.99418724
71,C101P62ThinF_IMG_20150918_151149_cell_87.png,159.9504,115.5872,114.9088,0.144,1.5,2.0,1,0.99980736
72,C101P62ThinF_IMG_20150918_151149_cell_88.png,146.7648,105.6288,104.944,0.1568,0.0,0.0,1,1.0
73,C101P62ThinF_IMG_20150918_151239_cell_100.png,156.7952,109.8752,108.6464,0.176,1.5,2.0,1,1.0
74,C101P62ThinF_IMG_20150918_151239_cell_75.png,122.6368,86.3056,85.192,0.1648,1.3333333333333333,2.0,1,0.99896806
75,C101P62ThinF_IMG_20150918_151239_cell_76.png,149.6736,102.9424,100.888,0.1728,1.0,2.0,1,1.0
76,C101P62ThinF_IMG_20150918_151239_cell_78.png,137.6528,92.3664,97.1456,0.208,1.5,2.0,1,1.0
77,C101P62ThinF_IMG_20150918_151239_cell_79.png,157.1088,113.4176,112.1184,0.1568,0.0,0.0,1,0.99999505
78,C101P62ThinF_IMG_20150918_151239_cell_80.png,162.8192,115.5456,114.9184,0.2064,1.0,2.0,1,0.99978507
79,C101P62ThinF_IMG_20150918_151239_cell_81.png,124.3168,88.0496,89.9648,0.176,1.6,2.0,1,0.9980138
80,C101P62ThinF_IMG_20150918_151239_cell_82.png,126.9536,68.4752,85.4624,0.2848,2.0,2.0,1,0.99931014
81,C101P62ThinF_IMG_20150918_151239_cell_83.png,161.9152,111.448,110.312,0.1584,1.5,2.0,1,0.99981177
82,C101P62ThinF_IMG_20150918_151239_cell_84.png,108.8432,47.5376,75.9664,0.2832,1.2,2.0,1,0.99928975
83,C101P62ThinF_IMG_20150918_151239_cell_85.png,161.6976,117.4752,113.6528,0.1424,1.5,2.0,1,0.9994224
84,C101P62ThinF_IMG_20150918_151239_cell_87.png,159.7616,111.4848,113.056,0.2048,1.0,2.0,1,0.9999601
85,C101P62ThinF_IMG_20150918_151239_cell_89.png,135.648,95.2128,93.6112,0.1584,1.0,1.0,1,1.0
86,C101P62ThinF_IMG_20150918_151239_cell_90.png,142.3968,104.3088,98.7648,0.1424,0.0,0.0,1,1.0
87,C101P62ThinF_IMG_20150918_151239_cell_94.png,159.3872,109.5536,109.048,0.2192,1.0,1.0,1,1.0
88,C101P62ThinF_IMG_20150918_151239_cell_95.png,153.8336,104.3744,106.3184,0.1968,1.0,2.0,1,1.0
89,C101P62ThinF_IMG_20150918_151239_cell_98.png,145.7616,105.6592,104.856,0.1712,0.0,0.0,1,0.9999999
90,C101P62ThinF_IMG_20150918_151335_cell_52.png,150.44,103.2064,102.1792,0.152,1.5,2.0,1,0.99928415
91,C101P62ThinF_IMG_20150918_151335_cell_56.png,149.2688,98.76,101.9392,0.208,0.0,0.0,1,0.9997785
92,C101P62ThinF_IMG_20150918_151335_cell_57.png,154.672,112.3968,111.28,0.1376,1.0,1.0,1,0.9759249
93,C101P62ThinF_IMG_20150918_151335_cell_58.png,150.8432,105.9488,104.6224,0.1728,1.3333333333333333,2.0,1,0.99998444
94,C101P62ThinF_IMG_20150918_151335_cell_59.png,156.7056,105.3248,105.7104,0.1792,1.0,2.0,1,1.0
95,C101P62ThinF_IMG_20150918_151335_cell_61.png,166.4816,109.808,113.6032,0.264,1.0,2.0,1,0.9999951
96,C101P62ThinF_IMG_20150918_151335_cell_65.png,148.8944,103.2464,102.4992,0.1744,1.5,2.0,1,0.9999979
97,C101P62ThinF_IMG_20150918_151335_cell_66.png,154.7968,110.0256,110.2096,0.1536,1.0,1.0,1,0.99266654
98,C101P62ThinF_IMG_20150918_151335_cell_68.png,139.8736,94.5648,94.7296,0.2096,1.3333333333333333,2.0,1,0.9999998
99,C101P62ThinF_IMG_20150918_151335_cell_69.png,157.024,112.7072,109.5984,0.1456,1.5,2.0,1,0.999993
100,C101P62ThinF_IMG_20150918_151335_cell_71.png,158.08,113.3792,109.5072,0.1408,1.0,1.0,1,0.96341324
101,C101P62ThinF_IMG_20150918_151335_cell_73.png,156.56,110.4064,109.048,0.1824,0.0,0.0,1,0.9999272
102,C101P62ThinF_IMG_20150918_151335_cell_74.png,131.2896,94.7136,92.896,0.1616,0.0,0.0,1,0.9999889
103,C101P62ThinF_IMG_20150918_151335_cell_75.png,151.0048,97.2064,101.6592,0.2848,0.0,0.0,1,1.0
104,C101P62ThinF_IMG_20150918_151335_cell_77.png,155.9632,111.4208,108.9904,0.16,0.0,0.0,1,0.99999535
105,C101P62ThinF_IMG_20150918_151335_cell_78.png,127.2336,89.2464,88.312,0.1952,1.3333333333333333,2.0,1,0.99999994
106,C101P62ThinF_IMG_20150918_151507_cell_49.png,138.8624,94.8896,101.2688,0.16,2.0,2.0,1,0.9999893
107,C101P62ThinF_IMG_20150918_151507_cell_53.png,147.1408,102.8288,104.9712,0.2144,1.0,2.0,1,0.9989422
108,C101P62ThinF_IMG_20150918_151507_cell_55.png,150.984,105.7472,106.7824,0.1856,1.0,2.0,1,0.9893729
109,C101P62ThinF_IMG_20150918_151507_cell_56.png,149.744,96.8848,106.704,0.2208,2.0,2.0,1,0.99999374
110,C101P62ThinF_IMG_20150918_151507_cell_57.png,145.1472,97.9424,105.4992,0.2112,1.5,2.0,1,1.0
111,C101P62ThinF_IMG_20150918_151507_cell_59.png,154.0704,113.1728,107.7136,0.1504,1.3333333333333333,2.0,1,0.9960682
112,C101P62ThinF_IMG_20150918_151507_cell_60.png,144.4576,95.3472,98.688,0.2096,1.5,2.0,1,0.99999887
113,C101P62ThinF_IMG_20150918_151507_cell_64.png,144.5904,95.7008,100.4736,0.2096,0.0,0.0,1,0.9999992
114,C101P62ThinF_IMG_20150918_151507_cell_65.png,159.0208,107.5376,108.6032,0.152,1.0,1.0,1,0.96118057
115,C101P62ThinF_IMG_20150918_151507_cell_67.png,154.8128,107.3456,108.112,0.1616,1.0,2.0,1,1.0
116,C101P62ThinF_IMG_20150918_151507_cell_68.png,150.6784,102.2128,107.7072,0.1696,0.0,0.0,1,0.97580564
117,C101P62ThinF_IMG_20150918_151507_cell_69.png,134.3344,93.7296,95.5824,0.1504,0.0,0.0,1,0.9999595
118,C101P62ThinF_IMG_20150918_151507_cell_70.png,152.1824,105.6592,105.5952,0.1456,1.6666666666666667,2.0,1,0.99816954
119,C101P62ThinF_IMG_20150918_151507_cell_73.png,151.4448,104.5728,108.6128,0.1968,0.6666666666666666,2.0,1,0.99998534
120,C101P62ThinF_IMG_20150918_151507_cell_75.png,131.0368,84.6768,88.8304,0.2176,0.0,0.0,1,0.99999887
121,C101P62ThinF_IMG_20150918_151507_cell_77.png,143.4512,93.2992,98.6992,0.1856,0.5,1.0,1,0.9999781
122,C101P62ThinF_IMG_20150918_151942_cell_59.png,130.3856,86.4464,88.7008,0.2016,1.0,2.0,1,0.99999964
123,C101P62ThinF_IMG_20150918_151942_cell_61.png,141.7088,93.9888,101.8576,0.1856,2.0,2.0,1,1.0
124,C101P62ThinF_IMG_20150918_151942_cell_64.png,123.1888,83.0736,84.608,0.1744,1.5,2.0,1,0.9994269
125,C101P62ThinF_IMG_20150918_151942_cell_65.png,125.36,87.5056,88.76,0.1872,1.0,2.0,1,0.9988333
126,C101P62ThinF_IMG_20150918_151942_cell_66.png,161.7792,117.0112,115.6032,0.2224,1.3333333333333333,2.0,1,0.99999464
127,C101P62ThinF_IMG_20150918_151942_cell_67.png,144.5376,95.8576,100.4176,0.2528,1.3333333333333333,2.0,1,1.0
128,C101P62ThinF_IMG_20150918_151942_cell_68.png,156.2432,108.7264,108.2064,0.184,1.0,2.0,1,0.9999969
129,C101P62ThinF_IMG_20150918_151942_cell_69.png,159.5904,109.7216,110.872,0.16,0.0,0.0,1,1.0
130,C101P62ThinF_IMG_20150918_151942_cell_71.png,157.432,109.6016,108.5088,0.1648,0.0,0.0,1,1.0
131,C101P62ThinF_IMG_20150918_151942_cell_72.png,164.5008,116.768,115.048,0.1568,1.6,2.0,1,0.99949735
132,C101P62ThinF_IMG_20150918_151942_cell_73.png,144.3984,103.6512,104.28,0.1856,0.0,0.0,1,0.99981964
133,C101P62ThinF_IMG_20150918_151942_cell_74.png,155.232,110.0288,110.2176,0.1616,1.0,2.0,1,0.99939966
134,C101P62ThinF_IMG_20150918_151942_cell_75.png,141.2576,98.4208,98.3424,0.1696,1.5,2.0,1,0.99975276
135,C101P62ThinF_IMG_20150918_151942_cell_76.png,128.4,91.9824,92.3824,0.2048,1.0,2.0,1,0.9998903
136,C101P62ThinF_IMG_20150918_151942_cell_78.png,155.4336,111.4656,110.3168,0.1696,1.0,2.0,1,0.99999964
137,C101P62ThinF_IMG_20150918_151942_cell_80.png,139.8176,99.8048,99.1808,0.1696,0.0,0.0,1,0.9998524
138,C101P62ThinF_IMG_20150918_151942_cell_82.png,162.0688,107.232,111.4832,0.2592,0.0,0.0,1,1.0
139,C101P62ThinF_IMG_20150918_151942_cell_85.png,124.8608,89.024,88.8272,0.2208,1.0,2.0,1,0.99997336
140,C101P62ThinF_IMG_20150918_151942_cell_87.png,128.3024,92.3296,90.9312,0.2112,0.0,0.0,1,1.0
141,C101P62ThinF_IMG_20150918_151942_cell_88.png,152.376,110.7344,109.3728,0.1456,0.0,0.0,1,0.9999978
142,C101P62ThinF_IMG_20150918_151942_cell_89.png,155.8352,108.7984,108.9056,0.1632,0.0,0.0,1,1.0
143,C101P62ThinF_IMG_20150918_155026_cell_1.png,125.0416,40.1056,91.6832,0.3072,1.0,2.0,1,0.66327626
144,C101P62ThinF_IMG_20150918_155731_cell_65.png,153.7696,108.424,108.736,0.136,0.0,0.0,1,0.99813026
145,C101P62ThinF_IMG_20150918_155731_cell_66.png,135.6448,98.4928,98.5184,0.192,1.3333333333333333,2.0,1,0.99999994
146,C101P62ThinF_IMG_20150918_155731_cell_67.png,160.2544,116.3456,118.0064,0.1376,1.0,2.0,1,0.9964361
147,C101P62ThinF_IMG_20150918_155731_cell_68.png,155.0688,108.2352,112.7408,0.232,0.0,0.0,1,1.0
148,C101P62ThinF_IMG_20150918_155731_cell_70.png,159.8656,116.0816,115.1536,0.1808,1.5,2.0,1,0.9999999
149,C101P62ThinF_IMG_20150918_155731_cell_72.png,165.968,116.8656,116.2272,0.1792,1.6666666666666667,2.0,1,0.9999989
150,C101P62ThinF_IMG_20150918_155731_cell_73.png,106.7808,67.0576,74.0928,0.2176,2.0,2.0,1,0.9915184
151,C101P62ThinF_IMG_20150918_155731_cell_75.png,145.5312,68.3264,104.248,0.3088,1.375,2.0,1,0.99944466
152,C101P62ThinF_IMG_20150918_155731_cell_76.png,142.9424,100.8848,104.6544,0.176,0.0,0.0,1,0.9963778
153,C101P62ThinF_IMG_20150918_155731_cell_77.png,155.2816,112.12,114.2512,0.2128,0.0,0.0,1,0.9999913
154,C101P62ThinF_IMG_20150918_155731_cell_78.png,158.2288,110.9696,112.792,0.176,1.5,2.0,1,0.9999907
155,C101P62ThinF_IMG_20150918_155731_cell_80.png,163.3136,116.4896,115.584,0.1264,1.5,2.0,1,0.99999744
156,C101P62ThinF_IMG_20150918_155731_cell_83.png,133.2368,92.7488,97.152,0.2384,0.0,0.0,1,1.0
157,C101P62ThinF_IMG_20150918_155731_cell_84.png,156.8192,113.8656,113.4816,0.1472,0.0,0.0,1,0.99992484
158,C101P62ThinF_IMG_20150923_165215_cell_1.png,131.664,90.7136,97.1408,0.2208,2.0,2.0,1,0.9999094
159,C101P62ThinF_IMG_20150923_165215_cell_10.png,140.7312,82.7232,100.7392,0.2336,2.0,2.0,1,0.99999195
160,C101P62ThinF_IMG_20150923_165215_cell_11.png,147.0672,100.5936,104.8704,0.1824,1.4285714285714286,2.0,1,0.9788546
161,C101P62ThinF_IMG_20150923_165215_cell_13.png,126.1696,91.7584,88.9104,0.1952,1.0,2.0,1,1.0
162,C101P62ThinF_IMG_20150923_165215_cell_14.png,122.9536,88.8416,86.0176,0.1648,1.6666666666666667,2.0,1,0.9990439
163,C101P62ThinF_IMG_20150923_165215_cell_15.png,111.344,76.9312,76.0368,0.1888,1.5,2.0,1,0.99990267
164,C101P62ThinF_IMG_20150923_165215_cell_16.png,152.1104,106.264,104.1568,0.1584,0.0,0.0,1,0.99989516
165,C101P62ThinF_IMG_20150923_165215_cell_18.png,141.904,104.224,99.3056,0.1456,0.0,0.0,1,0.9815615
166,C101P62ThinF_IMG_20150923_165215_cell_19.png,127.5696,88.9408,88.4784,0.1968,0.0,0.0,1,1.0
167,C101P62ThinF_IMG_20150923_165215_cell_2.png,151.6864,105.36,105.0864,0.208,1.0,1.0,1,0.99996567
168,C101P62ThinF_IMG_20150923_165215_cell_20.png,92.0384,64.5872,65.5536,0.1472,1.5,2.0,1,0.99999475
169,C101P62ThinF_IMG_20150923_165215_cell_22.png,147.1728,103.304,100.0592,0.136,1.5,2.0,1,0.9964268
170,C101P62ThinF_IMG_20150923_165215_cell_23.png,150.5856,102.312,101.6208,0.1648,1.0,2.0,1,1.0
171,C101P62ThinF_IMG_20150923_165215_cell_24.png,146.8784,104.328,101.6928,0.1856,1.5,2.0,1,1.0
172,C101P62ThinF_IMG_20150923_165215_cell_25.png,149.1456,107.0304,103.2976,0.2064,1.0,2.0,1,1.0
173,C101P62ThinF_IMG_20150923_165215_cell_27.png,151.4432,110.2288,105.1344,0.16,1.0,1.0,1,0.99999994
174,C101P62ThinF_IMG_20150923_165215_cell_30.png,155.3168,105.856,107.04,0.1696,1.0,2.0,1,0.99999636
175,C101P62ThinF_IMG_20150923_165215_cell_31.png,129.6336,89.9968,89.9744,0.168,0.0,0.0,1,0.99999934
176,C101P62ThinF_IMG_20150923_165215_cell_32.png,145.416,99.5472,100.016,0.1936,1.0,2.0,1,1.0
177,C101P62ThinF_IMG_20150923_165215_cell_34.png,156.632,113.2816,110.6912,0.1536,0.0,0.0,1,0.99979806
178,C101P62ThinF_IMG_20150923_165215_cell_38.png,155.384,106.472,106.5376,0.2096,1.6666666666666667,2.0,1,0.9999999
179,C101P62ThinF_IMG_20150923_165215_cell_40.png,143.8016,100.2896,100.5264,0.2112,1.0,1.0,1,1.0
180,C101P62ThinF_IMG_20150923_165215_cell_41.png,159.7344,115.1136,114.5488,0.144,0.0,0.0,1,0.9991696
181,C101P62ThinF_IMG_20150923_165215_cell_5.png,142.4576,101.2048,99.2752,0.16,1.5,2.0,1,1.0
182,C101P62ThinF_IMG_20150923_165215_cell_7.png,91.8688,63.8096,66.2288,0.1216,1.3333333333333333,2.0,1,0.9997548
183,C101P62ThinF_IMG_20150923_165215_cell_8.png,147.896,101.4544,102.9616,0.2016,1.0,2.0,1,1.0
184,C101P62ThinF_IMG_20150923_165215_cell_9.png,149.8896,100.2368,106.0,0.2384,1.0,2.0,1,0.99908525
185,C101P62ThinF_IMG_20150923_170110_cell_12.png,153.8464,117.2256,121.0256,0.1872,1.5,2.0,1,0.99996024
186,C101P62ThinF_IMG_20150923_170110_cell_14.png,107.4768,87.3024,85.2704,0.1552,1.75,2.0,1,0.9999829
187,C101P62ThinF_IMG_20150923_170110_cell_16.png,127.7712,96.304,98.7168,0.1808,1.3333333333333333,2.0,1,0.99998766
188,C101P62ThinF_IMG_20150923_170110_cell_17.png,120.8048,93.304,92.5536,0.1664,1.6,2.0,1,0.99998814
189,C101P62ThinF_IMG_20150923_170110_cell_18.png,153.8144,116.0352,118.6144,0.1664,1.0,1.0,1,0.9964603
190,C101P62ThinF_IMG_20150923_170110_cell_2.png,105.8736,78.856,83.5488,0.2048,1.5,2.0,1,0.9999932
191,C101P62ThinF_IMG_20150923_170110_cell_20.png,123.2128,94.8112,95.4768,0.1648,0.0,0.0,1,0.99951637
192,C101P62ThinF_IMG_20150923_170110_cell_21.png,147.9904,114.3648,115.3952,0.1664,1.0,1.0,1,0.9999994
193,C101P62ThinF_IMG_20150923_170110_cell_22.png,136.3584,107.8432,108.3408,0.1648,0.0,0.0,1,0.9499217
194,C101P62ThinF_IMG_20150923_170110_cell_24.png,78.7072,52.7808,62.1856,0.2,1.5,2.0,1,0.99757236
195,C101P62ThinF_IMG_20150923_170110_cell_3.png,144.1488,108.6336,111.8928,0.2064,0.0,0.0,1,0.9999976
196,C101P62ThinF_IMG_20150923_170110_cell_4.png,126.4848,94.6784,95.6176,0.184,1.0,2.0,1,0.99999833
197,C101P62ThinF_IMG_20150923_170110_cell_5.png,109.152,82.7136,83.8544,0.1856,0.0,0.0,1,0.9991582
198,C101P62ThinF_IMG_20150923_170110_cell_6.png,135.8544,103.2464,105.8752,0.1664,0.0,0.0,1,0.9994454
199,C101P62ThinF_IMG_20150923_170110_cell_7.png,129.5152,90.872,100.3808,0.2,2.0,2.0,1,1.0
200,C101P62ThinF_IMG_20150923_170110_cell_8.png,134.6176,107.4784,106.1632,0.1984,0.0,0.0,1,0.99913293
201,C101P62ThinF_IMG_20150923_170246_cell_62.png,142.0592,101.1888,98.92,0.2128,0.0,0.0,1,0.9999824
202,C101P62ThinF_IMG_20150923_170246_cell_63.png,154.0848,109.4224,108.6192,0.168,0.0,0.0,1,0.9999951
203,C101P62ThinF_IMG_20150923_170246_cell_64.png,151.9792,104.424,104.9744,0.1808,1.5,2.0,1,0.99677193
204,C101P62ThinF_IMG_20150923_170246_cell_65.png,148.4944,109.6832,105.496,0.1616,1.6,2.0,1,0.99999976
205,C101P62ThinF_IMG_20150923_170246_cell_67.png,105.7072,72.7168,74.7184,0.2256,0.0,0.0,1,0.99999976
206,C101P62ThinF_IMG_20150923_170246_cell_69.png,156.6864,110.1696,109.4976,0.152,1.0,2.0,1,0.9999943
207,C101P62ThinF_IMG_20150923_170246_cell_70.png,151.7472,103.9632,105.1216,0.1616,1.3333333333333333,2.0,1,0.9996971
208,C101P62ThinF_IMG_20150923_170246_cell_71.png,109.8432,70.8912,78.3024,0.1792,2.0,2.0,1,0.99877936
209,C101P62ThinF_IMG_20150923_170246_cell_72.png,162.8512,113.7424,115.6784,0.144,0.0,0.0,1,0.99969476
210,C101P62ThinF_IMG_20150923_170246_cell_73.png,136.304,95.6384,96.2992,0.2368,0.0,0.0,1,0.99993175
211,C101P62ThinF_IMG_20150923_170246_cell_76.png,148.0688,101.9776,104.2704,0.1888,1.6,2.0,1,1.0
212,C101P62ThinF_IMG_20150923_170246_cell_77.png,143.3248,102.7056,100.6416,0.1728,1.3333333333333333,2.0,1,0.99982846
213,C101P62ThinF_IMG_20150923_170246_cell_78.png,166.4512,116.7888,119.4016,0.1984,1.6,2.0,1,0.99999326
