,ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Uninfected_Edge_Density,Uninfected_MeanBlobSize,Uninfected_MaxBlobSize,target,CNN_predictions
74,C101P62ThinF_IMG_20150918_151942_cell_18.png,139.2848,100.0096,95.176,0.144,0.0,0.0,0,0.050302967
75,C101P62ThinF_IMG_20150918_151942_cell_28.png,145.184,107.1856,104.896,0.1472,0.0,0.0,0,0.0057221293
76,C101P62ThinF_IMG_20150918_151942_cell_39.png,99.976,72.4032,70.4,0.1616,0.0,0.0,0,0.058151007
77,C101P62ThinF_IMG_20150918_151942_cell_4.png,155.7184,114.8256,110.5168,0.1248,1.0,2.0,0,0.2828057
78,C101P62ThinF_IMG_20150918_151942_cell_52.png,142.1104,101.0864,97.784,0.1808,1.0,1.0,0,0.5507509
79,C101P62ThinF_IMG_20150918_151942_cell_53.png,148.0064,109.448,102.8032,0.1312,0.0,0.0,0,0.0011636508
80,C101P62ThinF_IMG_20150918_151942_cell_56.png,155.8368,111.6976,106.2944,0.1184,1.3333333333333333,2.0,0,0.26357058
81,C101P62ThinF_IMG_20150918_151942_cell_57.png,113.3248,81.6848,79.6432,0.168,1.5,2.0,0,0.001824599
82,C101P62ThinF_IMG_20150918_155731_cell_12.png,163.2976,120.6864,115.6992,0.1248,1.0,1.0,0,0.106401354
83,C101P62ThinF_IMG_20150918_155731_cell_25.png,111.1904,83.1984,82.2256,0.1504,0.0,0.0,0,0.0042356625
84,C101P62ThinF_IMG_20150918_155731_cell_56.png,147.5824,107.7552,104.44,0.1408,0.0,0.0,0,0.42627156
85,C101P62ThinF_IMG_20150918_155731_cell_57.png,145.9616,108.912,104.0432,0.1376,0.0,0.0,0,0.59214026
86,C101P62ThinF_IMG_20150923_170246_cell_1.png,149.84,111.7696,110.08,0.1344,1.3333333333333333,2.0,0,0.19994512
87,C101P62ThinF_IMG_20150923_170246_cell_14.png,151.568,110.9168,105.128,0.1328,1.0,2.0,0,0.16230659
88,C101P62ThinF_IMG_20150923_170246_cell_27.png,118.7712,85.6752,80.9952,0.1552,1.6666666666666667,2.0,0,0.0019343209
89,C101P62ThinF_IMG_20150923_170246_cell_42.png,144.1552,105.3776,99.1824,0.1568,1.6,2.0,0,0.22072615
90,C101P62ThinF_IMG_20150923_170246_cell_44.png,132.6688,96.1728,92.4432,0.1552,0.0,0.0,0,0.061590277
91,C101P62ThinF_IMG_20150923_170246_cell_5.png,120.6176,89.1872,84.5792,0.1552,0.0,0.0,0,7.834752e-05
92,C101P62ThinF_IMG_20150923_170344_cell_27.png,131.9712,97.664,91.7472,0.144,1.0,1.0,0,0.66653156
93,C101P62ThinF_IMG_20150923_170344_cell_31.png,156.9904,117.3104,110.8848,0.1296,1.5,2.0,0,0.013921624
94,C101P62ThinF_IMG_20150923_170344_cell_55.png,162.112,120.7888,115.4352,0.1328,1.5,2.0,0,0.014611063
95,C101P62ThinF_IMG_20150923_170344_cell_66.png,145.8464,110.7408,102.8016,0.1424,1.0,1.0,0,0.11634005
96,C101P62ThinF_IMG_20150923_170344_cell_69.png,156.432,117.2528,110.024,0.1392,0.0,0.0,0,0.103657715
97,C101P62ThinF_IMG_20150923_170344_cell_70.png,157.7792,115.5536,108.9968,0.1376,1.0,1.0,0,0.26774073
98,C102P63ThinF_IMG_20150918_161508_cell_113.png,155.1856,92.1872,118.0016,0.232,1.6666666666666667,2.0,0,0.15144193
99,C102P63ThinF_IMG_20150918_161508_cell_133.png,146.7424,100.456,116.9344,0.2352,2.0,2.0,0,0.24909803
100,C102P63ThinF_IMG_20150918_161508_cell_14.png,141.8912,93.408,113.7952,0.136,2.0,2.0,0,0.19345447
101,C102P63ThinF_IMG_20150918_161508_cell_143.png,140.8784,88.0608,108.3088,0.1632,2.0,2.0,0,0.1836996
102,C102P63ThinF_IMG_20150918_161508_cell_150.png,126.9616,81.8576,99.8096,0.152,1.4285714285714286,2.0,0,0.4074756
103,C102P63ThinF_IMG_20150918_161508_cell_172.png,132.8976,89.192,106.5152,0.136,2.0,2.0,0,0.09695563
104,C102P63ThinF_IMG_20150918_161826_cell_154.png,152.224,107.7008,130.4512,0.1408,1.4285714285714286,2.0,0,0.1868722
105,C102P63ThinF_IMG_20150918_161826_cell_63.png,140.0592,96.9104,116.08,0.216,1.0,2.0,0,0.38167292
106,C102P63ThinF_IMG_20150918_161826_cell_65.png,145.1216,93.76,116.5728,0.2208,1.5,2.0,0,0.10271075
107,C102P63ThinF_IMG_20150918_162051_cell_1.png,153.0,103.9856,123.8416,0.1488,2.0,2.0,0,0.07641391
108,C102P63ThinF_IMG_20150918_162051_cell_100.png,111.6416,68.9568,93.7664,0.1392,2.0,2.0,0,0.012377563
109,C102P63ThinF_IMG_20150918_162051_cell_130.png,117.704,74.6432,95.3488,0.1536,1.6,2.0,0,0.11311429
110,C102P63ThinF_IMG_20150918_162051_cell_19.png,145.9888,90.1664,116.704,0.1488,2.0,2.0,0,0.10701615
111,C102P63ThinF_IMG_20150918_162051_cell_32.png,138.6464,84.4256,118.2016,0.1456,1.5,2.0,0,0.08518023
112,C102P63ThinF_IMG_20150918_162051_cell_65.png,151.4368,103.4016,119.5232,0.1792,2.0,2.0,0,0.6629177
113,C102P63ThinF_IMG_20150918_162051_cell_79.png,140.4176,92.52,114.6752,0.1424,1.5,2.0,0,0.15478818
114,C102P63ThinF_IMG_20150918_162051_cell_9.png,143.4752,97.4704,114.8592,0.2128,2.0,2.0,0,0.4817289
115,C102P63ThinF_IMG_20150918_162155_cell_116.png,122.4752,78.92,103.3584,0.136,2.0,2.0,0,0.022963542
116,C102P63ThinF_IMG_20150918_162155_cell_119.png,152.0672,92.1984,116.808,0.144,2.0,2.0,0,0.08020496
117,C102P63ThinF_IMG_20150918_162155_cell_32.png,113.7696,71.3632,92.1008,0.152,1.1428571428571428,2.0,0,0.018583698
118,C102P63ThinF_IMG_20150918_162155_cell_76.png,138.9824,81.6096,107.7152,0.16,1.6,2.0,0,0.017115917
119,C102P63ThinF_IMG_20150918_162300_cell_111.png,137.496,92.6336,113.8688,0.1568,1.25,2.0,0,0.45138964
120,C102P63ThinF_IMG_20150918_162300_cell_12.png,142.6992,88.9456,113.5408,0.2,1.5,2.0,0,0.17839359
121,C102P63ThinF_IMG_20150918_162300_cell_129.png,139.5696,96.3552,118.1088,0.1392,2.0,2.0,0,0.09392119
122,C102P63ThinF_IMG_20150918_162300_cell_13.png,130.8848,81.1968,107.1488,0.1568,2.0,2.0,0,0.10078964
123,C102P63ThinF_IMG_20150918_162300_cell_15.png,132.808,77.0896,107.6992,0.1552,2.0,2.0,0,0.012185899
124,C102P63ThinF_IMG_20150918_162300_cell_29.png,121.3376,79.9456,101.048,0.1648,2.0,2.0,0,0.21604466
125,C102P63ThinF_IMG_20150918_162300_cell_4.png,148.1392,99.6848,121.1056,0.16,1.0,1.0,0,0.069755375
126,C102P63ThinF_IMG_20150918_162511_cell_102.png,116.5456,73.1568,92.2848,0.1648,1.0,2.0,0,0.034834124
127,C102P63ThinF_IMG_20150918_162511_cell_157.png,115.7904,79.7632,96.9008,0.168,1.4285714285714286,2.0,0,0.044312753
128,C102P63ThinF_IMG_20150918_162511_cell_36.png,115.5056,81.072,98.184,0.1904,1.5,2.0,0,0.18545693
129,C102P63ThinF_IMG_20150918_162511_cell_56.png,133.0224,84.9344,102.9952,0.2064,1.6666666666666667,2.0,0,0.40167993
130,C102P63ThinF_IMG_20150918_162511_cell_59.png,121.4064,75.1904,95.2896,0.1632,1.0,2.0,0,0.014306921
131,C102P63ThinF_IMG_20150918_162511_cell_93.png,141.1968,86.9248,108.5024,0.2064,2.0,2.0,0,0.22865538
132,C102P63ThinF_IMG_20150918_163054_cell_127.png,119.6848,78.744,94.9968,0.1456,0.6666666666666666,2.0,0,0.0936692
133,C102P63ThinF_IMG_20150918_163054_cell_134.png,148.5424,97.3824,113.6304,0.2208,1.5,2.0,0,0.12970723
134,C102P63ThinF_IMG_20150918_163054_cell_159.png,135.016,83.9616,105.6512,0.1424,1.6,2.0,0,0.22567908
135,C102P63ThinF_IMG_20150918_163054_cell_25.png,110.44,73.3888,86.688,0.1488,2.0,2.0,0,0.018474216
136,C102P63ThinF_IMG_20150918_163054_cell_71.png,135.9664,86.9568,112.3056,0.152,2.0,2.0,0,0.0751306
137,C102P63ThinF_IMG_20150918_163054_cell_83.png,128.1328,80.6624,100.4368,0.144,1.3333333333333333,2.0,0,0.030122563
138,C103P64ThinF_IMG_20150918_164250_cell_121.png,162.9968,120.8944,118.6768,0.136,1.0,1.0,0,0.044698745
139,C103P64ThinF_IMG_20150918_164250_cell_128.png,157.2176,115.1024,113.0,0.1456,0.0,0.0,0,0.84521616
140,C103P64ThinF_IMG_20150918_164250_cell_15.png,160.6576,118.0864,113.3568,0.136,1.5,2.0,0,0.01823256
141,C103P64ThinF_IMG_20150918_164250_cell_153.png,150.0304,111.8944,107.6592,0.1424,0.0,0.0,0,0.103747
142,C103P64ThinF_IMG_20150918_164250_cell_164.png,151.728,114.688,108.512,0.1488,1.5,2.0,0,0.03591856
143,C103P64ThinF_IMG_20150918_164250_cell_19.png,132.072,93.5808,91.0592,0.1376,1.0,2.0,0,0.0008182887
144,C103P64ThinF_IMG_20150918_164250_cell_28.png,149.5536,108.5936,105.576,0.1408,1.3333333333333333,2.0,0,0.4441179
145,C103P64ThinF_IMG_20150918_164250_cell_39.png,112.4208,82.384,83.496,0.1616,2.0,2.0,0,0.38196024
146,C103P64ThinF_IMG_20150918_164331_cell_116.png,137.8192,98.9328,97.7312,0.1408,0.0,0.0,0,0.09370288
147,C103P64ThinF_IMG_20150918_164331_cell_119.png,164.5424,118.8912,117.4448,0.136,0.0,0.0,0,0.046034906
148,C103P64ThinF_IMG_20150918_164331_cell_160.png,154.744,106.9568,108.44,0.1296,1.5,2.0,0,0.01890372
149,C103P64ThinF_IMG_20150918_164331_cell_172.png,140.0688,99.9264,99.192,0.1344,0.0,0.0,0,0.027354728
150,C103P64ThinF_IMG_20150918_164331_cell_27.png,154.7856,107.584,108.7536,0.136,1.0,2.0,0,0.11954004
151,C103P64ThinF_IMG_20150918_164331_cell_35.png,133.2272,97.416,95.368,0.1632,1.0,2.0,0,0.006799225
152,C103P64ThinF_IMG_20150918_164331_cell_72.png,159.224,114.96,112.8864,0.1344,1.3333333333333333,2.0,0,0.2127705
153,C103P64ThinF_IMG_20150918_164553_cell_133.png,129.3296,92.0128,90.9488,0.152,1.3333333333333333,2.0,0,0.037253067
154,C103P64ThinF_IMG_20150918_164553_cell_145.png,168.1984,126.048,121.2976,0.1248,1.0,1.0,0,0.008853764
155,C103P64ThinF_IMG_20150918_164553_cell_148.png,142.264,104.4384,102.624,0.1328,1.6666666666666667,2.0,0,0.05848721
156,C103P64ThinF_IMG_20150918_164553_cell_155.png,166.8976,119.7168,118.4464,0.1184,0.0,0.0,0,0.07047757
157,C103P64ThinF_IMG_20150918_164553_cell_160.png,157.1936,114.8976,112.6608,0.168,1.0,2.0,0,0.3373802
158,C103P64ThinF_IMG_20150918_164553_cell_35.png,155.8304,112.2608,114.4224,0.1408,1.0,2.0,0,0.12041075
159,C103P64ThinF_IMG_20150918_164553_cell_42.png,169.4608,121.0176,121.2944,0.12,1.3333333333333333,2.0,0,0.012805833
160,C103P64ThinF_IMG_20150918_164553_cell_45.png,126.4048,87.1088,88.9856,0.1408,0.0,0.0,0,0.0012443615
161,C103P64ThinF_IMG_20150918_164553_cell_46.png,153.2272,106.4768,106.504,0.1408,1.0,1.0,0,0.88789946
162,C103P64ThinF_IMG_20150918_165016_cell_107.png,164.9536,124.9488,120.312,0.1248,0.0,0.0,0,0.020319376
163,C103P64ThinF_IMG_20150918_165016_cell_139.png,147.9792,106.8176,101.8976,0.1312,1.0,2.0,0,0.0025608344
164,C103P64ThinF_IMG_20150918_165016_cell_3.png,157.6832,119.5952,112.6016,0.1328,1.3333333333333333,2.0,0,0.00984095
165,C103P64ThinF_IMG_20150918_165016_cell_31.png,150.4976,108.9296,106.7264,0.1456,0.0,0.0,0,0.05357257
166,C103P64ThinF_IMG_20150918_165016_cell_77.png,144.6624,105.9344,101.1584,0.1504,0.0,0.0,0,0.0853548
167,C103P64ThinF_IMG_20150918_165016_cell_84.png,131.6128,93.8096,90.4352,0.144,0.0,0.0,0,0.0163876
168,C103P64ThinF_IMG_20150918_165016_cell_92.png,159.9616,113.1728,109.4384,0.1376,1.0,2.0,0,0.063749924
169,C103P64ThinF_IMG_20150918_165125_cell_105.png,146.384,104.432,100.6288,0.1424,1.0,1.0,0,0.005758859
170,C103P64ThinF_IMG_20150918_165125_cell_117.png,163.752,117.7712,113.7056,0.1296,1.6,2.0,0,0.045599047
171,C103P64ThinF_IMG_20150918_165125_cell_12.png,138.8336,98.7776,95.5296,0.1424,0.0,0.0,0,0.017494595
172,C103P64ThinF_IMG_20150918_165125_cell_121.png,148.6512,107.28,103.0848,0.1584,0.0,0.0,0,0.9779657
173,C103P64ThinF_IMG_20150918_165125_cell_132.png,135.0192,95.2816,91.4096,0.1376,1.6,2.0,0,9.182904e-05
174,C103P64ThinF_IMG_20150918_165125_cell_143.png,144.8912,105.0432,99.5968,0.1392,0.0,0.0,0,0.25797006
175,C103P64ThinF_IMG_20150918_165125_cell_156.png,151.384,107.6512,102.408,0.136,0.0,0.0,0,0.13498661
176,C103P64ThinF_IMG_20150918_165125_cell_86.png,140.176,100.6736,98.408,0.136,1.0,2.0,0,0.32238036
177,C103P64ThinF_IMG_20150918_165510_cell_14.png,161.3456,116.6192,111.808,0.1312,1.5,2.0,0,0.33854657
178,C103P64ThinF_IMG_20150918_165510_cell_146.png,135.2048,100.3152,94.96,0.144,1.0,2.0,0,0.03126205
179,C103P64ThinF_IMG_20150918_165510_cell_161.png,138.6736,104.328,98.792,0.1456,0.0,0.0,0,0.017899297
180,C103P64ThinF_IMG_20150918_165510_cell_163.png,133.0992,98.3168,96.024,0.1568,1.5,2.0,0,0.9440483
181,C103P64ThinF_IMG_20150918_165510_cell_65.png,143.6944,110.3744,102.7808,0.1216,1.0,2.0,0,0.0032926695
182,C103P64ThinF_IMG_20150918_165510_cell_67.png,148.4192,108.3168,104.9008,0.1376,1.3333333333333333,2.0,0,0.007492911
183,C103P64ThinF_IMG_20150918_165510_cell_98.png,159.3216,120.6256,113.4064,0.128,1.5,2.0,0,0.27509946
184,C104P65ThinF_IMG_20150918_170850_cell_140.png,173.448,132.216,124.1344,0.1072,1.0,1.0,0,0.0049765455
185,C104P65ThinF_IMG_20150918_170850_cell_167.png,154.5344,116.5328,108.3968,0.144,0.0,0.0,0,0.05100744
186,C104P65ThinF_IMG_20150918_170850_cell_189.png,146.2816,108.4272,103.248,0.1552,1.3333333333333333,2.0,0,0.07547325
187,C104P65ThinF_IMG_20150918_170850_cell_29.png,155.7808,110.4576,107.1136,0.1472,1.0,1.0,0,0.020167474
188,C104P65ThinF_IMG_20150918_170850_cell_32.png,161.7072,120.5648,114.8944,0.1376,1.0,1.0,0,0.0019792458
189,C104P65ThinF_IMG_20150918_170850_cell_68.png,144.24,106.4608,99.56,0.1424,0.0,0.0,0,0.055719063
190,C104P65ThinF_IMG_20150918_170850_cell_83.png,159.6576,120.5968,113.408,0.1312,0.0,0.0,0,0.04881627
191,C104P65ThinF_IMG_20150918_171154_cell_141.png,159.2176,117.0624,111.1792,0.136,1.0,1.0,0,0.018892722
192,C104P65ThinF_IMG_20150918_171154_cell_144.png,129.6256,96.0944,93.4928,0.144,1.0,2.0,0,0.000117530115
193,C104P65ThinF_IMG_20150918_171154_cell_154.png,159.608,115.2768,109.5232,0.136,1.6,2.0,0,0.052762784
194,C104P65ThinF_IMG_20150918_171154_cell_190.png,167.376,129.7392,119.8432,0.1152,1.0,1.0,0,0.03658394
195,C104P65ThinF_IMG_20150918_171154_cell_3.png,159.512,118.5376,113.0608,0.1328,1.0,1.0,0,0.10545854
196,C104P65ThinF_IMG_20150918_171154_cell_4.png,153.7376,113.6352,108.0816,0.1344,0.0,0.0,0,0.4177392
197,C104P65ThinF_IMG_20150918_171154_cell_88.png,132.3808,98.7648,91.8256,0.1488,0.0,0.0,0,0.012557857
198,C104P65ThinF_IMG_20150918_171154_cell_93.png,160.8352,120.304,112.1216,0.1232,1.0,1.0,0,0.041561708
199,C104P65ThinF_IMG_20150918_171751_cell_102.png,163.0816,123.9296,116.3232,0.1328,1.0,1.0,0,0.010965155
200,C104P65ThinF_IMG_20150918_171751_cell_105.png,166.3152,121.9408,116.3424,0.1312,0.0,0.0,0,0.027023591
201,C104P65ThinF_IMG_20150918_171751_cell_106.png,162.7376,119.6448,113.3984,0.1312,1.0,1.0,0,0.005140957
202,C104P65ThinF_IMG_20150918_171751_cell_109.png,165.176,120.0064,114.7024,0.1312,1.0,1.0,0,0.007237939
203,C104P65ThinF_IMG_20150918_171751_cell_31.png,169.4176,127.8208,121.8896,0.1168,0.0,0.0,0,0.0037156262
204,C104P65ThinF_IMG_20150918_171751_cell_49.png,143.0112,108.3056,103.3232,0.1392,1.5,2.0,0,0.14383747
205,C104P65ThinF_IMG_20150918_171751_cell_54.png,148.7632,112.888,108.5312,0.1264,0.0,0.0,0,0.018424772
206,C104P65ThinF_IMG_20150918_172053_cell_114.png,156.6976,114.68,107.3056,0.1392,0.0,0.0,0,0.1262735
207,C104P65ThinF_IMG_20150918_172053_cell_17.png,160.5088,117.5696,111.0832,0.1312,1.0,1.0,0,0.09652074
208,C104P65ThinF_IMG_20150918_172053_cell_184.png,151.9648,112.3568,103.9232,0.1392,1.0,1.0,0,0.06877177
209,C104P65ThinF_IMG_20150918_172053_cell_31.png,140.3632,103.3264,97.1008,0.1504,0.0,0.0,0,0.00030349553
210,C104P65ThinF_IMG_20150918_172053_cell_35.png,169.9872,129.8128,121.0672,0.1328,1.0,1.0,0,0.006953488
211,C104P65ThinF_IMG_20150918_172214_cell_1.png,142.6208,107.2448,103.8624,0.1536,0.0,0.0,0,0.024523955
