ImageFileName,target,CNN_predictions
C101P62ThinF_IMG_20150918_151335_cell_77.png,1,0.99999535
C101P62ThinF_IMG_20150918_151335_cell_78.png,1,0.99999994
C101P62ThinF_IMG_20150918_151507_cell_49.png,1,0.9999893
C101P62ThinF_IMG_20150918_151507_cell_53.png,1,0.9989422
C101P62ThinF_IMG_20150918_151507_cell_55.png,1,0.9893729
C101P62ThinF_IMG_20150918_151507_cell_56.png,1,0.99999374
C101P62ThinF_IMG_20150918_151507_cell_57.png,1,1.0
C101P62ThinF_IMG_20150918_151507_cell_59.png,1,0.9960682
C101P62ThinF_IMG_20150918_151507_cell_60.png,1,0.99999887
C101P62ThinF_IMG_20150918_151507_cell_64.png,1,0.9999992
C101P62ThinF_IMG_20150918_151507_cell_65.png,1,0.96118057
C101P62ThinF_IMG_20150918_151507_cell_67.png,1,1.0
C101P62ThinF_IMG_20150918_151507_cell_68.png,1,0.97580564
C101P62ThinF_IMG_20150918_151507_cell_69.png,1,0.9999595
C101P62ThinF_IMG_20150918_151507_cell_70.png,1,0.99816954
C101P62ThinF_IMG_20150918_151507_cell_73.png,1,0.99998534
C101P62ThinF_IMG_20150918_151507_cell_75.png,1,0.99999887
C101P62ThinF_IMG_20150918_151507_cell_77.png,1,0.9999781
C101P62ThinF_IMG_20150918_151942_cell_59.png,1,0.99999964
C101P62ThinF_IMG_20150918_151942_cell_61.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_64.png,1,0.9994269
C101P62ThinF_IMG_20150918_151942_cell_65.png,1,0.9988333
C101P62ThinF_IMG_20150918_151942_cell_66.png,1,0.99999464
C101P62ThinF_IMG_20150918_151942_cell_67.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_68.png,1,0.9999969
C101P62ThinF_IMG_20150918_151942_cell_69.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_71.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_72.png,1,0.99949735
C101P62ThinF_IMG_20150918_151942_cell_73.png,1,0.99981964
C101P62ThinF_IMG_20150918_151942_cell_74.png,1,0.99939966
C101P62ThinF_IMG_20150918_151942_cell_75.png,1,0.99975276
C101P62ThinF_IMG_20150918_151942_cell_76.png,1,0.9998903
C101P62ThinF_IMG_20150918_151942_cell_78.png,1,0.99999964
C101P62ThinF_IMG_20150918_151942_cell_80.png,1,0.9998524
C101P62ThinF_IMG_20150918_151942_cell_82.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_85.png,1,0.99997336
C101P62ThinF_IMG_20150918_151942_cell_87.png,1,1.0
C101P62ThinF_IMG_20150918_151942_cell_88.png,1,0.9999978
C101P62ThinF_IMG_20150918_151942_cell_89.png,1,1.0
C101P62ThinF_IMG_20150918_155026_cell_1.png,1,0.66327626
C101P62ThinF_IMG_20150918_155731_cell_65.png,1,0.99813026
C101P62ThinF_IMG_20150918_155731_cell_66.png,1,0.99999994
C101P62ThinF_IMG_20150918_155731_cell_67.png,1,0.9964361
C101P62ThinF_IMG_20150918_155731_cell_68.png,1,1.0
C101P62ThinF_IMG_20150918_155731_cell_70.png,1,0.9999999
C101P62ThinF_IMG_20150918_155731_cell_72.png,1,0.9999989
C101P62ThinF_IMG_20150918_155731_cell_73.png,1,0.9915184
C101P62ThinF_IMG_20150918_155731_cell_75.png,1,0.99944466
C101P62ThinF_IMG_20150918_155731_cell_76.png,1,0.9963778
C101P62ThinF_IMG_20150918_155731_cell_77.png,1,0.9999913
C101P62ThinF_IMG_20150918_155731_cell_78.png,1,0.9999907
C101P62ThinF_IMG_20150918_155731_cell_80.png,1,0.99999744
C101P62ThinF_IMG_20150918_155731_cell_83.png,1,1.0
C101P62ThinF_IMG_20150918_155731_cell_84.png,1,0.99992484
C101P62ThinF_IMG_20150923_165215_cell_1.png,1,0.9999094
C101P62ThinF_IMG_20150923_165215_cell_10.png,1,0.99999195
C101P62ThinF_IMG_20150923_165215_cell_11.png,1,0.9788546
C101P62ThinF_IMG_20150923_165215_cell_13.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_14.png,1,0.9990439
C101P62ThinF_IMG_20150923_165215_cell_15.png,1,0.99990267
C101P62ThinF_IMG_20150923_165215_cell_16.png,1,0.99989516
C101P62ThinF_IMG_20150923_165215_cell_18.png,1,0.9815615
C101P62ThinF_IMG_20150923_165215_cell_19.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_2.png,1,0.99996567
C101P62ThinF_IMG_20150923_165215_cell_20.png,1,0.99999475
C101P62ThinF_IMG_20150923_165215_cell_22.png,1,0.9964268
C101P62ThinF_IMG_20150923_165215_cell_23.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_24.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_25.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_27.png,1,0.99999994
C101P62ThinF_IMG_20150923_165215_cell_30.png,1,0.99999636
C101P62ThinF_IMG_20150923_165215_cell_31.png,1,0.99999934
C101P62ThinF_IMG_20150923_165215_cell_32.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_34.png,1,0.99979806
C101P62ThinF_IMG_20150923_165215_cell_38.png,1,0.9999999
C101P62ThinF_IMG_20150923_165215_cell_40.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_41.png,1,0.9991696
C101P62ThinF_IMG_20150923_165215_cell_5.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_7.png,1,0.9997548
C101P62ThinF_IMG_20150923_165215_cell_8.png,1,1.0
C101P62ThinF_IMG_20150923_165215_cell_9.png,1,0.99908525
C101P62ThinF_IMG_20150923_170110_cell_12.png,1,0.99996024
C101P62ThinF_IMG_20150923_170110_cell_14.png,1,0.9999829
C101P62ThinF_IMG_20150923_170110_cell_16.png,1,0.99998766
C101P62ThinF_IMG_20150923_170110_cell_17.png,1,0.99998814
C101P62ThinF_IMG_20150923_170110_cell_18.png,1,0.9964603
C101P62ThinF_IMG_20150923_170110_cell_2.png,1,0.9999932
C101P62ThinF_IMG_20150923_170110_cell_20.png,1,0.99951637
C101P62ThinF_IMG_20150923_170110_cell_21.png,1,0.9999994
C101P62ThinF_IMG_20150923_170110_cell_22.png,1,0.9499217
C101P62ThinF_IMG_20150923_170110_cell_24.png,1,0.99757236
C101P62ThinF_IMG_20150923_170110_cell_3.png,1,0.9999976
C101P62ThinF_IMG_20150923_170110_cell_4.png,1,0.99999833
C101P62ThinF_IMG_20150923_170110_cell_5.png,1,0.9991582
C101P62ThinF_IMG_20150923_170110_cell_6.png,1,0.9994454
C101P62ThinF_IMG_20150923_170110_cell_7.png,1,1.0
C101P62ThinF_IMG_20150923_170110_cell_8.png,1,0.99913293
C101P62ThinF_IMG_20150923_170246_cell_62.png,1,0.9999824
C101P62ThinF_IMG_20150923_170246_cell_63.png,1,0.9999951
C101P62ThinF_IMG_20150923_170246_cell_64.png,1,0.99677193
C101P62ThinF_IMG_20150923_170246_cell_65.png,1,0.99999976
C101P62ThinF_IMG_20150923_170246_cell_67.png,1,0.99999976
C101P62ThinF_IMG_20150923_170246_cell_69.png,1,0.9999943
C101P62ThinF_IMG_20150923_170246_cell_70.png,1,0.9996971
C101P62ThinF_IMG_20150923_170246_cell_71.png,1,0.99877936
C101P62ThinF_IMG_20150923_170246_cell_72.png,1,0.99969476
C101P62ThinF_IMG_20150923_170246_cell_73.png,1,0.99993175
C101P62ThinF_IMG_20150923_170246_cell_76.png,1,1.0
C101P62ThinF_IMG_20150923_170246_cell_77.png,1,0.99982846
C101P62ThinF_IMG_20150923_170246_cell_78.png,1,0.99999326
C101P62ThinF_IMG_20150923_170246_cell_79.png,1,0.99971586
C101P62ThinF_IMG_20150923_170246_cell_81.png,1,0.9995997
C101P62ThinF_IMG_20150923_170246_cell_82.png,1,0.9991596
C101P62ThinF_IMG_20150923_170246_cell_83.png,1,1.0
C101P62ThinF_IMG_20150923_170246_cell_84.png,1,1.0
C101P62ThinF_IMG_20150923_170246_cell_86.png,1,0.62130344
C101P62ThinF_IMG_20150923_170246_cell_87.png,1,0.99999315
C101P62ThinF_IMG_20150923_170246_cell_88.png,1,0.99998456
C101P62ThinF_IMG_20150923_170344_cell_100.png,1,0.9999659
C101P62ThinF_IMG_20150923_170344_cell_73.png,1,0.9997162
C101P62ThinF_IMG_20150923_170344_cell_74.png,1,0.9999993
C101P62ThinF_IMG_20150923_170344_cell_75.png,1,1.0
C101P62ThinF_IMG_20150923_170344_cell_76.png,1,0.99988616
C101P62ThinF_IMG_20150923_170344_cell_77.png,1,0.99999124
C101P62ThinF_IMG_20150923_170344_cell_78.png,1,0.9994626
C101P62ThinF_IMG_20150923_170344_cell_79.png,1,0.9973423
C101P62ThinF_IMG_20150923_170344_cell_80.png,1,0.9952319
C101P62ThinF_IMG_20150923_170344_cell_86.png,1,0.9996093
C101P62ThinF_IMG_20150923_170344_cell_87.png,1,0.99963546
C101P62ThinF_IMG_20150923_170344_cell_90.png,1,0.99999994
C101P62ThinF_IMG_20150923_170344_cell_91.png,1,0.99998534
C101P62ThinF_IMG_20150923_170344_cell_92.png,1,1.0
C101P62ThinF_IMG_20150923_170344_cell_96.png,1,0.99996924
C101P62ThinF_IMG_20150923_170344_cell_97.png,1,0.99997014
C101P62ThinF_IMG_20150923_170344_cell_98.png,1,0.95920265
C101P62ThinF_IMG_20150923_170344_cell_99.png,1,0.9994744
C102P63ThinF_IMG_20150918_161508_cell_191.png,1,0.3287358
C102P63ThinF_IMG_20150918_161508_cell_192.png,1,0.99961567
C102P63ThinF_IMG_20150918_161508_cell_193.png,1,0.9005645
C102P63ThinF_IMG_20150918_161508_cell_194.png,1,0.88471943
C102P63ThinF_IMG_20150918_161508_cell_195.png,1,0.20103304
C102P63ThinF_IMG_20150918_161826_cell_170.png,1,0.18852231
C102P63ThinF_IMG_20150918_161826_cell_172.png,1,0.9592638
C102P63ThinF_IMG_20150918_162051_cell_142.png,1,0.84373885
C102P63ThinF_IMG_20150918_162051_cell_143.png,1,0.60094994
C102P63ThinF_IMG_20150918_162051_cell_144.png,1,0.99977094
C102P63ThinF_IMG_20150918_162051_cell_145.png,1,0.957236
C102P63ThinF_IMG_20150918_162051_cell_146.png,1,0.75776833
C102P63ThinF_IMG_20150918_162051_cell_147.png,1,0.97102475
C102P63ThinF_IMG_20150918_162155_cell_132.png,1,0.7038768
C102P63ThinF_IMG_20150918_162155_cell_133.png,1,0.9224116
C102P63ThinF_IMG_20150918_162300_cell_180.png,1,0.4622501
C102P63ThinF_IMG_20150918_162300_cell_181.png,1,0.99930423
C102P63ThinF_IMG_20150918_162300_cell_182.png,1,0.9992912
C102P63ThinF_IMG_20150918_162511_cell_169.png,1,0.9999752
C102P63ThinF_IMG_20150918_162511_cell_170.png,1,0.99961835
C102P63ThinF_IMG_20150918_162511_cell_171.png,1,0.99973184
C102P63ThinF_IMG_20150918_162511_cell_172.png,1,0.97616494
C102P63ThinF_IMG_20150918_162511_cell_173.png,1,0.6022706
C102P63ThinF_IMG_20150918_162927_cell_2.png,1,0.91368
C102P63ThinF_IMG_20150918_163054_cell_167.png,1,0.9496165
C102P63ThinF_IMG_20150918_163054_cell_168.png,1,0.24975094
C103P64ThinF_IMG_20150918_164250_cell_170.png,1,0.99885523
C103P64ThinF_IMG_20150918_164250_cell_171.png,1,0.99098706
C103P64ThinF_IMG_20150918_164250_cell_172.png,1,0.99999976
C103P64ThinF_IMG_20150918_164250_cell_173.png,1,0.9999958
C103P64ThinF_IMG_20150918_164250_cell_174.png,1,0.999997
C103P64ThinF_IMG_20150918_164331_cell_184.png,1,0.99956965
C103P64ThinF_IMG_20150918_164331_cell_187.png,1,0.9999872
C103P64ThinF_IMG_20150918_164553_cell_167.png,1,0.986098
C103P64ThinF_IMG_20150918_164553_cell_169.png,1,0.9991179
C103P64ThinF_IMG_20150918_164553_cell_171.png,1,0.99990326
C103P64ThinF_IMG_20150918_164553_cell_172.png,1,0.9985111
C103P64ThinF_IMG_20150918_164553_cell_173.png,1,0.999981
C103P64ThinF_IMG_20150918_165016_cell_159.png,1,0.99984574
C103P64ThinF_IMG_20150918_165016_cell_161.png,1,0.9999924
C103P64ThinF_IMG_20150918_165125_cell_163.png,1,0.999944
C103P64ThinF_IMG_20150918_165125_cell_165.png,1,0.997128
C103P64ThinF_IMG_20150918_165510_cell_177.png,1,0.9999952
C103P64ThinF_IMG_20150918_165510_cell_178.png,1,0.99977887
C103P64ThinF_IMG_20150918_165510_cell_179.png,1,0.9775774
C103P64ThinF_IMG_20150918_165510_cell_180.png,1,0.99840796
C103P64ThinF_IMG_20150918_165510_cell_181.png,1,0.9999999
C103P64ThinF_IMG_20150918_165510_cell_182.png,1,0.9999992
C103P64ThinF_IMG_20150918_165510_cell_183.png,1,0.9884914
C103P64ThinF_IMG_20150918_165510_cell_185.png,1,0.9742024
C103P64ThinF_IMG_20150918_165510_cell_186.png,1,0.9922978
C103P64ThinF_IMG_20150918_165510_cell_187.png,1,0.9961702
C103P64ThinF_IMG_20150918_165510_cell_188.png,1,0.9943906
C104P65ThinF_IMG_20150918_170850_cell_204.png,1,0.3005428
C104P65ThinF_IMG_20150918_171154_cell_212.png,1,0.9990994
C104P65ThinF_IMG_20150918_171154_cell_213.png,1,0.98716646
C104P65ThinF_IMG_20150918_171751_cell_186.png,1,0.99869454
C104P65ThinF_IMG_20150918_171751_cell_187.png,1,0.99836344
C104P65ThinF_IMG_20150918_172053_cell_187.png,1,0.9905591
C104P65ThinF_IMG_20150918_172537_cell_149.png,1,0.99955666
C104P65ThinF_IMG_20150918_172639_cell_183.png,1,0.9991447
C104P65ThinF_IMG_20150918_172639_cell_184.png,1,1.0
C105P66ThinF_IMG_20150924_094800_cell_136.png,1,0.9996169
C105P66ThinF_IMG_20150924_094800_cell_137.png,1,0.9996518
C105P66ThinF_IMG_20150924_095034_cell_148.png,1,0.98895246
C105P66ThinF_IMG_20150924_095034_cell_149.png,1,0.9964048
C105P66ThinF_IMG_20150924_095034_cell_150.png,1,0.9999932
C105P66ThinF_IMG_20150924_095130_cell_155.png,1,0.995762
C105P66ThinF_IMG_20150924_095130_cell_156.png,1,0.98854685
C105P66ThinF_IMG_20150924_095130_cell_157.png,1,0.99953985
C105P66ThinF_IMG_20150924_095130_cell_158.png,1,0.9938826
C105P66ThinF_IMG_20150924_095716_cell_113.png,1,0.9912964
C105P66ThinF_IMG_20150924_095716_cell_114.png,1,0.99976575
C105P66ThinF_IMG_20150924_095913_cell_117.png,1,0.97269905
C105P66ThinF_IMG_20150924_095913_cell_118.png,1,0.9971841
C105P66ThinF_IMG_20150924_100655_cell_124.png,1,0.99997693
C106P67ThinF_IMG_20150924_102245_cell_164.png,1,0.9945663
C106P67ThinF_IMG_20150924_102245_cell_165.png,1,0.996449
C106P67ThinF_IMG_20150924_102245_cell_166.png,1,0.9973618
C106P67ThinF_IMG_20150924_102413_cell_190.png,1,0.92210996
C106P67ThinF_IMG_20150924_102826_cell_143.png,1,0.95392
C106P67ThinF_IMG_20150924_103245_cell_143.png,1,0.9989483
C106P67ThinF_IMG_20150924_103811_cell_181.png,1,0.98947
C106P67ThinF_IMG_20150924_103811_cell_182.png,1,0.9201058
C106P67ThinF_IMG_20150924_103811_cell_183.png,1,0.9541631
C106P67ThinF_IMG_20150924_104044_cell_167.png,1,0.97784215
C106P67ThinF_IMG_20150924_104044_cell_168.png,1,0.9999845
C106P67ThinF_IMG_20150924_104044_cell_169.png,1,0.9999886
C107P68ThinF_IMG_20150924_221632_cell_169.png,1,0.99889296
C107P68ThinF_IMG_20150924_221632_cell_170.png,1,0.998997
C107P68ThinF_IMG_20150924_221632_cell_173.png,1,0.9999929
C107P68ThinF_IMG_20150924_221632_cell_174.png,1,0.9990883
C107P68ThinF_IMG_20150924_221632_cell_175.png,1,0.99999833
C107P68ThinF_IMG_20150924_221632_cell_176.png,1,0.99999934
C107P68ThinF_IMG_20150924_221632_cell_177.png,1,0.99994326
C107P68ThinF_IMG_20150924_221632_cell_178.png,1,0.9999999
C107P68ThinF_IMG_20150924_221632_cell_179.png,1,1.0
C107P68ThinF_IMG_20150924_221632_cell_180.png,1,0.99996275
C107P68ThinF_IMG_20150924_221909_cell_157.png,1,0.9999839
C107P68ThinF_IMG_20150924_221909_cell_159.png,1,0.9999964
C107P68ThinF_IMG_20150924_221909_cell_160.png,1,0.9997769
C107P68ThinF_IMG_20150924_221909_cell_161.png,1,0.9999996
C107P68ThinF_IMG_20150924_221909_cell_163.png,1,0.9999831
C107P68ThinF_IMG_20150924_222233_cell_153.png,1,0.9991017
C107P68ThinF_IMG_20150924_222233_cell_154.png,1,0.99947125
C107P68ThinF_IMG_20150924_222233_cell_157.png,1,0.99995923
C107P68ThinF_IMG_20150924_222233_cell_158.png,1,0.99351096
C107P68ThinF_IMG_20150924_222233_cell_160.png,1,0.9999952
C107P68ThinF_IMG_20150924_222233_cell_161.png,1,0.9811363
C107P68ThinF_IMG_20150924_222233_cell_163.png,1,0.9999507
C107P68ThinF_IMG_20150924_222415_cell_172.png,1,0.9982688
C107P68ThinF_IMG_20150924_222415_cell_174.png,1,0.9815507
C107P68ThinF_IMG_20150924_222415_cell_177.png,1,1.0
C107P68ThinF_IMG_20150924_222415_cell_182.png,1,0.99994504
C107P68ThinF_IMG_20150924_222415_cell_183.png,1,0.9999985
C107P68ThinF_IMG_20150924_222535_cell_140.png,1,0.9999989
C107P68ThinF_IMG_20150924_222535_cell_141.png,1,0.99971825
C107P68ThinF_IMG_20150924_222535_cell_142.png,1,0.99999905
C107P68ThinF_IMG_20150924_222535_cell_143.png,1,0.99910724
C107P68ThinF_IMG_20150924_222535_cell_145.png,1,0.9998845
C107P68ThinF_IMG_20150924_222535_cell_146.png,1,0.99999267
C107P68ThinF_IMG_20150924_222535_cell_147.png,1,0.9941476
C107P68ThinF_IMG_20150924_222535_cell_148.png,1,0.99999905
C107P68ThinF_IMG_20150924_222630_cell_173.png,1,0.9999992
C107P68ThinF_IMG_20150924_222630_cell_176.png,1,1.0
C107P68ThinF_IMG_20150924_222630_cell_177.png,1,1.0
C108P69ThinF_IMG_20150924_223834_cell_219.png,1,0.99999917
C108P69ThinF_IMG_20150924_223834_cell_220.png,1,0.99999875
C108P69ThinF_IMG_20150924_223834_cell_221.png,1,0.86247
C108P69ThinF_IMG_20150924_224038_cell_188.png,1,1.0
C108P69ThinF_IMG_20150924_224038_cell_189.png,1,0.99856687
C108P69ThinF_IMG_20150924_224616_cell_197.png,1,0.99999505
C108P69ThinF_IMG_20150924_224616_cell_198.png,1,0.99999887
C108P69ThinF_IMG_20150924_225004_cell_221.png,1,1.0
C108P69ThinF_IMG_20150924_225004_cell_223.png,1,0.8945264
C108P69ThinF_IMG_20150924_225004_cell_224.png,1,0.9999951
C108P69ThinF_IMG_20150924_225511_cell_182.png,1,0.99999905
C108P69ThinF_IMG_20150924_225511_cell_183.png,1,0.99999756
C108P69ThinF_IMG_20150924_225511_cell_184.png,1,0.9999657
C109P70ThinF_IMG_20150930_102716_cell_185.png,1,0.99985147
C109P70ThinF_IMG_20150930_102716_cell_186.png,1,0.9949483
C109P70ThinF_IMG_20150930_103113_cell_161.png,1,0.99741286
C109P70ThinF_IMG_20150930_103214_cell_182.png,1,0.9822879
C109P70ThinF_IMG_20150930_103214_cell_183.png,1,0.99252665
C109P70ThinF_IMG_20150930_103214_cell_184.png,1,0.98285365
C109P70ThinF_IMG_20150930_103645_cell_172.png,1,0.9480462
C109P70ThinF_IMG_20150930_103645_cell_173.png,1,0.9870686
C109P70ThinF_IMG_20150930_103645_cell_174.png,1,0.20310308
C109P70ThinF_IMG_20150930_103645_cell_175.png,1,0.9955479
C109P70ThinF_IMG_20150930_103811_cell_157.png,1,0.9955625
C109P70ThinF_IMG_20150930_103811_cell_159.png,1,0.85848594
C110P71ThinF_IMG_20150930_105319_cell_185.png,1,0.9624714
C110P71ThinF_IMG_20150930_105319_cell_187.png,1,0.99522775
C110P71ThinF_IMG_20150930_105319_cell_188.png,1,0.94926447
C110P71ThinF_IMG_20150930_105319_cell_189.png,1,0.98811686
C110P71ThinF_IMG_20150930_105319_cell_190.png,1,0.99989086
C110P71ThinF_IMG_20150930_105559_cell_199.png,1,0.9985009
C110P71ThinF_IMG_20150930_105559_cell_200.png,1,0.9750888
C110P71ThinF_IMG_20150930_105729_cell_207.png,1,0.99955124
C110P71ThinF_IMG_20150930_105925_cell_221.png,1,0.9921412
C110P71ThinF_IMG_20150930_110052_cell_238.png,1,0.97698003
C110P71ThinF_IMG_20150930_110052_cell_239.png,1,0.99999803
